ID,Class
401,0.9334184952998374
402,0.4741917331481865
403,0.5642080596625827
404,0.983780192680689
405,0.8677619478803893
406,0.5440428236969187
407,0.42523234820852873
408,0.18393557681346995
409,0.9412581219059252
410,0.626169001278371
411,0.9017229290495176
412,0.36086346292712956
413,0.8022242271650679
414,0.16625311410566368
415,0.35699175355521795
416,0.6296629522728683
417,0.3782168457886236
418,0.9029312107721768
419,0.869797541425923
420,0.1305688329216219
421,0.6265101182450632
422,0.684364260571264
423,0.7629479894525976
424,0.9110171398009647
425,0.2736646837652883
426,0.03872912971879772
427,0.4386354515849774
428,0.18264007691512807
429,0.9836455486780756
430,0.6003338190141484
431,0.19000086861529153
432,0.798253893436882
433,0.5031708997051844
434,0.2629079283748017
435,0.7872946327211392
436,0.4477318892550751
437,0.0937411356826281
438,0.4688198217088564
439,0.9544106689479325
440,0.21054677434259694
441,0.6422990898233255
442,0.1379036485260403
443,0.6284633403656494
444,0.7012384999569322
445,0.333120271451654
446,0.46456791203945247
447,0.6845794192195203
448,0.8259447294641769
449,0.09395159049275603
450,0.6420742543942515
451,0.6346523237183775
452,0.6651402832950696
453,0.5584668442044074
454,0.27341373897442867
455,0.5868059902009628
456,0.555973713321416
457,0.29684107246743185
458,0.32017281797908703
459,0.8986771216983496
460,0.5331537690146014
461,0.5777238665710237
462,0.20118281470028332
463,0.34399231001906616
464,0.6808206394309664
465,0.2999795960126178
466,0.025770387384028037
467,0.4574777280297079
468,0.6925428314065577
469,0.5055060044787227
470,0.20730796828976616
471,0.0918440703510901
472,0.9826305148632682
473,0.5851978985704112
474,0.20478129858794558
475,0.39868906345417876
476,0.9136746245961122
477,0.3154716819968745
478,0.13930461105189673
479,0.6952977860517472
480,0.004528564277526015
481,0.021767884605780496
482,0.7955157421161273
483,0.29672738520923014
484,0.49208137945953045
485,0.8836643584189972
486,0.7393875273968584
487,0.10728316905433277
488,0.43398243561904304
489,0.7709576488833026
490,0.17425929218986935
491,0.9048437712250488
492,0.858988554487682
493,0.46080599680750967
494,0.6586794298225138
495,0.9539055686127275
496,0.5043199171141637
497,0.4804753425236621
498,0.020043521828462696
499,0.9851133760937484
500,0.030516105286105932
