ID,Class
4001,0.11823297183242076
4002,0.13779413575454746
4003,0.11300503643969262
4004,0.9265236233657463
4005,0.08587261301426619
4006,0.2525354843633042
4007,0.2866174597002402
4008,0.303733572168541
4009,0.199478108298087
4010,0.6824499719677537
4011,0.9062934950411163
4012,0.4423603095025145
4013,0.8835374242722879
4014,0.23932177174880565
4015,0.9053502627325829
4016,0.12408056169885373
4017,0.6465397762522519
4018,0.41893245326455353
4019,0.5684240268225255
4020,0.7872058997655135
4021,0.2689327700819547
4022,0.512578525084842
4023,0.5072248812448225
4024,0.1789482965125524
4025,0.9889255460708399
4026,0.8849964777709673
4027,0.7777265691532229
4028,0.5518383377081739
4029,0.6125501904103038
4030,0.866422025749112
4031,0.35155024354819575
4032,0.6196504912447216
4033,0.6088038663688004
4034,0.9210900694230907
4035,0.7199185389182674
4036,0.12325870857053811
4037,0.06654366170172354
4038,0.506733016739918
4039,0.3644743595366209
4040,0.5240361181152681
4041,0.24637563871422874
4042,0.9395763538592021
4043,0.3688404054222677
4044,0.8962711204018985
4045,0.6291155339028319
4046,0.2773954108307475
4047,0.45637566108807204
4048,0.9146501758377272
4049,0.11668130347790906
4050,0.42682044715511425
4051,0.344110360545955
4052,0.20452129000522978
4053,0.26895301528981397
4054,0.5149434480305983
4055,0.4713742014900614
4056,0.34301487248148155
4057,0.23235815881703847
4058,0.6882140072449855
4059,0.7042812606764787
4060,0.6060335877559092
4061,0.2106255317232748
4062,0.5130144946875599
4063,0.3797681752503844
4064,0.4327311042804546
4065,0.8217789066313267
4066,0.10449614854666078
4067,0.7532909347021067
4068,0.6743553772022741
4069,0.5889451050347871
4070,0.6279580130966974
4071,0.22372038298366104
4072,0.1360303687290998
4073,0.4274424813874519
4074,0.5134124253123681
4075,0.8873739528063479
4076,0.3102716907867813
4077,0.7742626280088145
4078,0.9721080548416122
4079,0.7639970224321293
4080,0.43836533239755315
4081,0.7508066854212841
4082,0.6663262978529513
4083,0.49392812416457454
4084,0.018151686869160022
4085,0.6014608529024633
4086,0.834959291189666
4087,0.7025384833237783
4088,0.2691772207041915
4089,0.3966377299520214
4090,0.05710895662941862
4091,0.35128128209496867
4092,0.38697114202337
4093,0.1309533968494011
4094,0.09852214598242537
4095,0.35557944862683377
4096,0.47332142911059805
4097,0.4718330027670674
4098,0.6160363530266189
4099,0.014425598947209184
4100,0.3890845686573722
4101,0.20256009216013893
4102,0.7561449890088626
4103,0.5679094731438817
4104,0.5235550760996776
4105,0.06246567080594523
4106,0.10754317382073186
4107,0.7761668227627095
4108,0.16836523747740506
4109,0.3729704225287669
4110,0.2516634364333845
4111,0.473959571415142
4112,0.7407452833758813
4113,0.794774386181904
4114,0.9933100586416147
4115,0.26896836257216694
4116,0.4459344393637512
4117,0.5618137474253219
4118,0.31354040527539595
4119,0.4822685788123501
4120,0.06961728595498473
4121,0.9795065602421865
4122,0.3521831684527468
4123,0.006410225941068437
4124,0.6876225534388921
4125,0.37525224911165733
4126,0.08742434102542862
4127,0.7396548383545141
4128,0.5289518130150643
4129,0.4873795069581204
4130,0.6068495323864724
4131,0.3000280688513596
4132,0.8041225231201342
4133,0.6968461247682218
4134,0.40679759116581327
4135,0.5447478265069515
4136,0.8582094125380824
4137,0.16164562130494986
4138,0.7143143657062079
4139,0.623047015708283
4140,0.5697920378999951
4141,0.6052226872632654
4142,0.23825742698998809
4143,0.9910931168329888
4144,0.8673097645150889
4145,0.8951073884568002
4146,0.178535857024274
4147,0.49702371574062376
4148,0.5012968118401264
4149,0.6445056456165394
4150,0.7656258634062407
4151,0.7064533614982403
4152,0.23377730606959835
4153,0.6740313875640932
4154,0.12540511327063053
4155,0.5509635571207521
4156,0.7474416325917581
4157,0.5221939331908889
4158,0.1696277823677942
4159,0.8364004261397116
4160,0.8167242999408396
4161,0.3681426550382544
4162,0.15942736936601454
4163,0.5851257694612588
4164,0.2044287987821961
4165,0.9416551812351436
4166,0.999641707645005
4167,0.9282757568967418
4168,0.924332987723626
4169,0.20747061729935734
4170,0.9394347379193716
4171,0.5671127251733787
4172,0.12733591617768114
4173,0.4074692553747147
4174,0.8992965559899817
4175,0.22693016578512526
4176,0.17930725731552122
4177,0.24548340838936
4178,0.6103607396997651
4179,0.1946471561977008
4180,0.23005532117379168
4181,0.7886708116904908
