ID,X,Y,Class
1,-5.265159999393816,168.94101920108733,0
2,2.4538549052092122,619.8330922046862,1
3,-8.033340328614573,-1327.686182448777,0
4,1.8609232622366374,667.16717145348,1
5,-0.6331442766026356,1884.3935334343337,1
6,1.711155260841009,-978.0685594230843,0
7,0.106213170359446,-816.7489712449149,0
8,-3.595473381011325,-917.4960117214157,0
9,-7.939814996677644,1670.6972679751248,1
10,-2.4272431432630936,1264.567885319611,1
11,-3.431465388890218,299.19247853400884,1
12,-2.9830395982199143,300.5248235729082,1
13,0.7375082412661964,-1094.1505540424782,0
14,-0.9343237549073997,1048.7170798479224,1
15,6.683233401881047,-12.821285611701114,1
16,3.4879450706023736,1799.3098521365177,1
17,-3.1924662575645897,-136.42159785100603,0
18,9.632401378334993,-783.5981886979462,1
19,-9.982574547730142,-905.2718721986421,0
20,5.6961182161713495,-1480.9557700448695,0
21,7.964730153622678,869.8167409646821,1
22,7.929479715382897,-259.0429843972206,1
23,9.375468962629405,565.8954921571071,1
24,8.171846146073847,1485.5233532606744,1
25,5.800641654119296,-1283.7775284238205,0
26,4.961941142678047,1331.8142816443687,1
27,-1.3945044803180835,991.5657486962318,1
28,-0.16235186842114757,-1269.9119565462693,0
29,-1.5042718413265188,-1841.2138355129266,0
30,5.960578429222156,1916.442701605993,1
31,9.768964784009636,-1102.1262934771773,1
32,3.516160677893918,1176.4012724448617,1
33,-9.426442200524603,1405.2145130495865,0
34,4.871142170865074,1441.5478289908851,1
35,0.09520551037331337,1591.4670622147987,1
36,-8.4341171117633,992.5267395256187,0
37,7.610094844188492,301.7555370538503,1
38,-0.010127727520012897,-1728.990352352045,0
39,-2.618906158136351,-1782.630705633992,0
40,5.450572171238173,-216.3637973524776,1
41,7.057844845715003,963.8016131036488,1
42,-7.035628563170051,-643.2602931351169,0
43,5.24810137794047,543.9766936426595,1
44,-3.030580604438036,1807.5801215773517,1
45,-8.458212406044643,237.6591057283881,0
46,-7.920872250221396,546.5953083857335,0
47,-2.458463296962119,-1657.4792051031939,0
48,-0.3826584706126912,534.7916065559452,1
49,-8.297770126295099,745.7234527300634,0
50,5.942888194766482,-236.84743503998175,1
51,-9.97062813905,-15.366610199449497,0
52,-4.200151836410033,132.3865559824203,0
53,9.641786885177183,1585.6514210180103,1
54,-5.68883125928064,1019.0630713412406,1
55,-0.23019867383617765,-1985.3045721994222,0
56,7.527882795264681,1792.3027636956876,1
57,2.353408490869475,-1978.6284674863691,0
58,-8.8834241772858,1859.2704696321125,1
59,2.917978006330058,628.9323552850174,1
60,3.291875475074635,-390.4615306479129,0
61,7.194526265484814,-538.2889412436703,1
62,9.758455318594375,-650.971478283767,1
63,8.547128068418605,1096.0658199204267,1
64,-2.6499951889994104,1123.6568788871164,1
65,9.00452809673575,-1125.5348876197786,1
66,-4.968165011228926,-829.9804614658228,0
67,-9.59810087013486,1523.3487817528062,0
68,1.281898673555908,-279.0621053509965,0
69,-9.920545816418596,-1666.8488171820522,0
70,-1.273423993941181,905.1716184119659,1
71,8.508270848634716,662.8633852386656,1
72,4.9590813767840825,1230.8260102251857,1
73,5.138761136891027,-405.81076485979315,0
74,2.8848812612673047,-1846.9725168366895,0
75,0.33261707504468774,-1145.1322957888594,0
76,-2.5837602535401754,16.844321129391346,0
77,-6.451945939398631,-1726.0214348730058,0
78,-9.362326802731914,1074.5010120076026,0
79,4.600649012354625,-72.40314305748575,1
80,-3.5972197854012045,1460.0488213763483,1
81,3.2748611592408814,-641.6653614708885,0
82,-8.124550237838639,-313.39968243615385,0
83,-1.3767023259543638,-765.530883089511,0
84,8.161336685228985,-206.77050467518052,1
85,4.819815472182594,-791.9273371697791,0
86,6.225021614810643,35.78569641665513,1
87,-7.693862492215356,450.7998368396984,0
88,6.972210879820686,973.9044036459022,1
89,-8.100217344237862,546.5016754900344,0
90,4.712384816710422,-1051.8958797827377,0
91,2.9610345314473125,-1580.7300930222254,0
92,-7.709433871782698,-455.41804590957736,0
93,6.82171054415511,-1714.4017859568153,0
94,3.8088826860882072,-555.5325306118339,0
95,9.342832114898098,331.1975876048873,1
96,4.857306049984302,1640.4989111553473,1
97,9.50269628687225,-1329.5433593156508,1
98,0.863874740781208,1429.2671128445386,1
99,8.453341587141363,-1744.3622976679721,0
100,-5.7297592607778896,-366.2256382204671,0
101,9.099842348633672,-1409.5817636131271,0
102,-4.606653282762256,142.59896113806462,0
103,2.1523101070245083,-294.9560280508515,0
104,-0.8064362196505641,1518.886998946747,1
105,-0.18166102502868853,-251.13521049302267,0
